filename,day,object_id,timestep,labelimage_oid,User Label,Predicted Class,Probability of bkgrd,Probability of cystanoid,Diameter,Radii of the object_0,Radii of the object_1,Maximum intensity_0,Maximum intensity_1,Maximum intensity_2,Size in pixels,Mean Intensity_0,Mean Intensity_1,Mean Intensity_2,Center of the object_0,Center of the object_1,Minimum intensity_0,Minimum intensity_1,Minimum intensity_2,Bounding Box Maximum_0,Bounding Box Maximum_1,Bounding Box Minimum_0,Bounding Box Minimum_1,Variance of Intensity_0,Variance of Intensity_1,Variance of Intensity_2
ML7_1_uM_01_table.csv,14,0,0,1,0,cystanoid,0.12,0.88,469.55844,92.17844,73.0706,223.0,206.0,194.0,81980.0,107.9611,93.659355,87.707634,465.91382,387.34494,49.0,42.0,22.0,638.0,565.0,289.0,194.0,733.5222,657.2516,763.03766
ML7_1_uM_02_table.csv,14,0,0,1,0,cystanoid,0.2,0.8,997.1636,232.97365,59.21141,132.0,137.0,147.0,128482.0,79.04517,77.6457,82.020515,858.89886,380.40292,27.0,28.0,24.0,1024.0,768.0,608.0,0.0,402.9991,386.72235,408.14496
ML7_1_uM_03_table.csv,14,0,0,1,0,cystanoid,0.3,0.7,588.1808,83.19488,78.180664,245.0,232.0,212.0,54584.0,118.52361,105.63854,98.96155,430.188,309.31784,45.0,46.0,21.0,607.0,471.0,272.0,125.0,745.29266,641.27167,714.46533
ML7_1_uM_03_table.csv,14,1,0,2,0,bkgrd,0.75,0.25,140.26703,26.738678,19.051737,216.0,186.0,186.0,4938.0,117.00263,104.182465,99.190765,530.4749,464.41312,56.0,43.0,30.0,576.0,518.0,476.0,417.0,543.3113,477.42538,659.9215
ML7_1_uM_03_table.csv,14,2,0,3,0,bkgrd,0.97,0.03,34.970562,7.9468484,6.3737783,126.0,115.0,113.0,635.0,102.385826,91.44567,90.055115,154.537,556.3748,83.0,70.0,63.0,169.0,573.0,142.0,542.0,105.1031,96.96516,102.096176
ML7_1_uM_04_table.csv,14,0,0,1,0,cystanoid,0.13,0.87,414.07315,86.95982,49.004253,195.0,177.0,183.0,43167.0,95.87798,85.953064,80.15681,315.6109,298.82755,41.0,39.0,25.0,479.0,434.0,155.0,203.0,826.88464,767.12317,886.2524
ML7_1_uM_04_table.csv,14,1,0,2,0,bkgrd,0.94,0.06,55.112698,13.046865,5.609018,178.0,156.0,146.0,842.0,102.02494,88.33848,77.00356,859.20905,373.58194,58.0,49.0,32.0,876.0,397.0,844.0,350.0,346.3521,281.65622,357.7779
ML7_1_uM_05_table.csv,14,0,0,1,0,cystanoid,0.33,0.67,371.19092,62.027996,51.88092,205.0,182.0,184.0,34547.0,106.879555,94.77355,86.57814,392.52783,363.36417,50.0,47.0,24.0,497.0,481.0,284.0,235.0,513.2473,426.80423,461.52835
ML7_1_uM_06_table.csv,14,0,0,1,0,cystanoid,0.15,0.85,447.16147,89.813736,83.7711,199.0,178.0,192.0,94064.0,108.80487,98.39181,92.8056,490.41537,279.84024,49.0,46.0,30.0,668.0,445.0,317.0,104.0,407.1054,396.62845,498.87784
ML7_1_uM_07_table.csv,14,0,0,1,0,cystanoid,0.3,0.7,519.87213,108.89721,64.346344,220.0,199.0,190.0,82192.0,113.12018,101.62865,96.07216,324.48456,466.44443,48.0,43.0,31.0,537.0,640.0,138.0,314.0,1121.568,984.2389,1047.6064
ML7_1_uM_08_table.csv,14,0,0,1,0,cystanoid,0.34,0.66,442.78888,91.08124,52.889847,212.0,198.0,187.0,56554.0,119.89513,107.92245,101.509315,302.47668,413.09445,53.0,45.0,26.0,419.0,583.0,196.0,220.0,777.99347,690.13806,729.95276
ML7_1_uM_09_table.csv,14,0,0,1,0,cystanoid,0.16,0.84,904.2468,181.26572,139.03084,246.0,223.0,235.0,296687.0,121.98726,108.99917,102.54826,478.79266,411.17758,50.0,45.0,24.0,823.0,720.0,68.0,136.0,630.30817,536.2376,598.0545
ML7_1_uM_10_table.csv,14,0,0,1,0,cystanoid,0.09,0.91,647.6661,126.380615,72.783394,229.0,211.0,200.0,106122.0,104.84184,93.29523,85.56967,453.82483,383.27667,49.0,45.0,26.0,669.0,565.0,235.0,156.0,925.1755,963.42554,1237.8552
ML7_1_uM_11_table.csv,14,0,0,1,0,cystanoid,0.34,0.66,794.33514,142.94429,90.50751,223.0,205.0,197.0,133591.0,120.24919,108.74785,104.01411,418.18835,373.89603,48.0,43.0,23.0,700.0,664.0,197.0,158.0,874.8924,787.79095,914.9899
ML7_1_uM_12_table.csv,14,0,0,1,0,cystanoid,0.37,0.63,1.0,252.09933,48.184273,130.0,119.0,138.0,67522.0,82.168434,84.026024,92.07141,578.9881,132.63959,55.0,59.0,54.0,1024.0,444.0,92.0,0.0,183.32863,149.55916,188.13284
ML7_1_uM_12_table.csv,14,1,0,2,0,bkgrd,1.0,0.0,69.1127,12.488063,7.1889257,129.0,121.0,127.0,872.0,115.53555,110.61239,112.475914,550.50916,225.47592,102.0,98.0,97.0,570.0,247.0,536.0,193.0,28.317543,20.120398,32.111805
